,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
0,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 00:00,2012,8,1,00:00,21.0,19.8,93,0,25.0,100.53,Mainly Clear
1,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 01:00,2012,8,1,01:00,21.0,19.6,92,4,25.0,100.54,Clear
2,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 02:00,2012,8,1,02:00,21.3,19.1,87,9,25.0,100.55,Mostly Cloudy
3,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 03:00,2012,8,1,03:00,20.8,19.0,89,9,25.0,100.54,Cloudy
4,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 04:00,2012,8,1,04:00,20.8,18.7,88,6,25.0,100.57,Mostly Cloudy
5,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 05:00,2012,8,1,05:00,20.8,18.1,85,9,25.0,100.58,Cloudy
6,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 06:00,2012,8,1,06:00,20.4,18.6,89,7,25.0,100.62,Rain Showers
7,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 07:00,2012,8,1,07:00,20.8,18.7,88,11,24.1,100.64,Cloudy
8,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 08:00,2012,8,1,08:00,21.2,18.9,87,9,24.1,100.65,Cloudy
9,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 09:00,2012,8,1,09:00,22.0,18.9,83,13,24.1,100.64,Cloudy
10,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 10:00,2012,8,1,10:00,24.1,19.4,75,13,24.1,100.6,Mostly Cloudy
11,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 11:00,2012,8,1,11:00,24.1,18.0,69,17,24.1,100.6,Mostly Cloudy
12,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 12:00,2012,8,1,12:00,25.2,18.6,67,13,24.1,100.56,Mainly Clear
13,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 13:00,2012,8,1,13:00,25.7,18.2,63,15,24.1,100.51,Mainly Clear
14,-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-08-01 14:00,2012,8,1,14:00,26.9,19.2,63,15,24.1,100.48,Mainly Clear
